[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 1), (7, 5), (8, 5), (9, 4), (10, 4), (11, 4), (12, 2), (13, 2), (14, 1), (15, 4), (16, 1), (17, 2), (18, 2), (19, 1), (20, 3), (21, 1), (22, 2), (23, 2), (24, 1), (25, 5), (26, 1), (27, 4), (28, 2), (29, 1), (30, 5), (31, 1), (32, 2), (33, 2), (34, 1), (35, 3), (36, 1), (37, 2), (38, 2), (39, 1), (40, 5), (41, 1), (42, 2), (43, 2), (44, 1), (45, 3), (46, 1), (47, 2), (48, 2), (49, 1), (50, 4), (51, 1), (52, 2), (53, 3), (54, 1), (55, 4), (56, 3), (57, 5), (58, 2), (59, 1), (60, 3), (61, 5)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 1), (7, 5), (8, 5), (9, 4), (10, 4), (11, 4), (12, 2), (13, 2), (14, 1), (15, 4), (16, 1), (17, 2), (18, 2), (19, 1), (20, 3), (21, 1), (22, 2), (23, 2), (24, 1), (25, 5), (26, 1), (27, 2), (28, 2), (29, 1), (30, 5), (31, 1), (32, 2), (33, 2), (34, 1), (35, 3), (36, 1), (37, 2), (38, 2), (39, 1), (40, 5), (41, 1), (42, 2), (43, 2), (44, 1), (45, 3), (46, 1), (47, 3), (48, 3), (49, 4), (50, 4), (51, 1), (52, 2), (53, 2), (54, 4), (55, 4), (56, 5), (57, 4), (58, 3), (59, 5), (60, 3), (61, 1)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 5), (7, 2), (8, 2), (9, 1), (10, 5), (11, 4), (12, 3), (13, 2), (14, 1), (15, 4), (16, 1), (17, 2), (18, 2), (19, 1), (20, 4), (21, 1), (22, 2), (23, 2), (24, 1), (25, 3), (26, 1), (27, 2), (28, 2), (29, 1), (30, 5), (31, 1), (32, 2), (33, 3), (34, 1), (35, 5), (36, 1), (37, 2), (38, 2), (39, 3), (40, 3), (41, 1), (42, 2), (43, 2), (44, 1), (45, 4), (46, 1), (47, 2), (48, 4), (49, 3), (50, 5), (51, 1), (52, 2), (53, 4), (54, 5), (55, 4), (56, 1), (57, 2), (58, 5), (59, 1), (60, 3), (61, 4)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 1), (7, 5), (8, 5), (9, 4), (10, 4), (11, 4), (12, 2), (13, 2), (14, 1), (15, 4), (16, 1), (17, 2), (18, 2), (19, 1), (20, 3), (21, 1), (22, 2), (23, 2), (24, 1), (25, 5), (26, 1), (27, 2), (28, 2), (29, 1), (30, 5), (31, 1), (32, 2), (33, 2), (34, 1), (35, 3), (36, 1), (37, 2), (38, 2), (39, 1), (40, 5), (41, 1), (42, 2), (43, 2), (44, 1), (45, 3), (46, 1), (47, 3), (48, 2), (49, 5), (50, 4), (51, 1), (52, 2), (53, 3), (54, 1), (55, 4), (56, 3), (57, 3), (58, 4), (59, 5), (60, 3), (61, 1)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 1), (7, 4), (8, 3), (9, 3), (10, 4), (11, 4), (12, 2), (13, 2), (14, 1), (15, 4), (16, 1), (17, 2), (18, 2), (19, 1), (20, 3), (21, 1), (22, 2), (23, 2), (24, 1), (25, 5), (26, 1), (27, 2), (28, 2), (29, 1), (30, 5), (31, 1), (32, 2), (33, 2), (34, 1), (35, 3), (36, 1), (37, 2), (38, 2), (39, 1), (40, 5), (41, 1), (42, 2), (43, 2), (44, 1), (45, 3), (46, 1), (47, 2), (48, 5), (49, 1), (50, 4), (51, 1), (52, 2), (53, 2), (54, 5), (55, 4), (56, 5), (57, 2), (58, 3), (59, 3), (60, 3), (61, 1)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 5), (7, 4), (8, 5), (9, 4), (10, 4), (11, 4), (12, 2), (13, 2), (14, 1), (15, 4), (16, 1), (17, 2), (18, 2), (19, 1), (20, 3), (21, 1), (22, 2), (23, 2), (24, 1), (25, 5), (26, 1), (27, 2), (28, 2), (29, 1), (30, 5), (31, 1), (32, 3), (33, 3), (34, 1), (35, 5), (36, 1), (37, 2), (38, 2), (39, 1), (40, 5), (41, 1), (42, 2), (43, 2), (44, 1), (45, 3), (46, 1), (47, 3), (48, 2), (49, 5), (50, 4), (51, 1), (52, 2), (53, 4), (54, 4), (55, 4), (56, 1), (57, 2), (58, 4), (59, 1), (60, 3), (61, 1)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 1), (7, 5), (8, 5), (9, 4), (10, 4), (11, 4), (12, 2), (13, 2), (14, 1), (15, 4), (16, 1), (17, 2), (18, 2), (19, 1), (20, 3), (21, 1), (22, 2), (23, 2), (24, 1), (25, 5), (26, 1), (27, 4), (28, 2), (29, 1), (30, 5), (31, 1), (32, 3), (33, 4), (34, 1), (35, 3), (36, 1), (37, 2), (38, 2), (39, 1), (40, 5), (41, 1), (42, 2), (43, 2), (44, 1), (45, 3), (46, 1), (47, 3), (48, 3), (49, 3), (50, 4), (51, 1), (52, 2), (53, 2), (54, 5), (55, 4), (56, 4), (57, 4), (58, 4), (59, 3), (60, 3), (61, 1)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 5), (7, 4), (8, 5), (9, 4), (10, 4), (11, 4), (12, 2), (13, 2), (14, 1), (15, 4), (16, 1), (17, 2), (18, 2), (19, 1), (20, 3), (21, 1), (22, 2), (23, 2), (24, 1), (25, 5), (26, 1), (27, 2), (28, 2), (29, 1), (30, 5), (31, 1), (32, 4), (33, 2), (34, 1), (35, 3), (36, 1), (37, 2), (38, 2), (39, 1), (40, 5), (41, 1), (42, 2), (43, 3), (44, 1), (45, 3), (46, 1), (47, 2), (48, 2), (49, 1), (50, 4), (51, 1), (52, 2), (53, 5), (54, 1), (55, 4), (56, 4), (57, 3), (58, 5), (59, 1), (60, 3), (61, 1)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 1), (7, 2), (8, 2), (9, 1), (10, 5), (11, 4), (12, 3), (13, 2), (14, 1), (15, 4), (16, 1), (17, 4), (18, 2), (19, 1), (20, 4), (21, 1), (22, 2), (23, 3), (24, 1), (25, 3), (26, 1), (27, 2), (28, 2), (29, 1), (30, 5), (31, 1), (32, 2), (33, 2), (34, 1), (35, 5), (36, 1), (37, 2), (38, 2), (39, 3), (40, 3), (41, 1), (42, 2), (43, 2), (44, 1), (45, 4), (46, 1), (47, 2), (48, 4), (49, 1), (50, 5), (51, 1), (52, 2), (53, 2), (54, 1), (55, 5), (56, 1), (57, 2), (58, 5), (59, 5), (60, 3), (61, 1)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 4), (7, 5), (8, 3), (9, 1), (10, 5), (11, 3), (12, 2), (13, 2), (14, 1), (15, 3), (16, 1), (17, 2), (18, 3), (19, 1), (20, 4), (21, 1), (22, 2), (23, 2), (24, 1), (25, 5), (26, 1), (27, 2), (28, 2), (29, 1), (30, 4), (31, 1), (32, 4), (33, 2), (34, 1), (35, 4), (36, 1), (37, 4), (38, 2), (39, 1), (40, 3), (41, 1), (42, 2), (43, 2), (44, 1), (45, 4), (46, 1), (47, 2), (48, 2), (49, 5), (50, 3), (51, 1), (52, 2), (53, 4), (54, 5), (55, 5), (56, 3), (57, 5), (58, 2), (59, 3), (60, 5), (61, 4)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 1), (7, 2), (8, 5), (9, 4), (10, 5), (11, 4), (12, 3), (13, 2), (14, 1), (15, 5), (16, 1), (17, 2), (18, 2), (19, 1), (20, 3), (21, 1), (22, 3), (23, 2), (24, 1), (25, 4), (26, 1), (27, 2), (28, 2), (29, 1), (30, 4), (31, 1), (32, 2), (33, 2), (34, 1), (35, 3), (36, 1), (37, 2), (38, 2), (39, 1), (40, 4), (41, 1), (42, 2), (43, 2), (44, 1), (45, 4), (46, 1), (47, 2), (48, 2), (49, 3), (50, 3), (51, 1), (52, 2), (53, 2), (54, 1), (55, 5), (56, 1), (57, 4), (58, 3), (59, 5), (60, 5), (61, 5)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 4), (7, 3), (8, 4), (9, 5), (10, 5), (11, 4), (12, 2), (13, 2), (14, 1), (15, 4), (16, 1), (17, 2), (18, 2), (19, 1), (20, 4), (21, 1), (22, 3), (23, 2), (24, 1), (25, 3), (26, 1), (27, 2), (28, 2), (29, 1), (30, 5), (31, 1), (32, 2), (33, 2), (34, 1), (35, 5), (36, 1), (37, 2), (38, 2), (39, 3), (40, 3), (41, 1), (42, 2), (43, 2), (44, 1), (45, 4), (46, 1), (47, 2), (48, 3), (49, 1), (50, 5), (51, 1), (52, 2), (53, 5), (54, 1), (55, 5), (56, 1), (57, 4), (58, 3), (59, 3), (60, 3), (61, 1)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 4), (7, 2), (8, 2), (9, 3), (10, 5), (11, 5), (12, 3), (13, 2), (14, 1), (15, 4), (16, 1), (17, 2), (18, 2), (19, 1), (20, 4), (21, 1), (22, 2), (23, 2), (24, 1), (25, 3), (26, 1), (27, 2), (28, 2), (29, 1), (30, 5), (31, 1), (32, 3), (33, 2), (34, 1), (35, 5), (36, 1), (37, 2), (38, 3), (39, 1), (40, 3), (41, 1), (42, 2), (43, 2), (44, 1), (45, 4), (46, 1), (47, 2), (48, 4), (49, 1), (50, 5), (51, 1), (52, 2), (53, 4), (54, 5), (55, 4), (56, 3), (57, 2), (58, 3), (59, 1), (60, 3), (61, 1)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 1), (7, 5), (8, 5), (9, 4), (10, 4), (11, 4), (12, 2), (13, 2), (14, 1), (15, 4), (16, 1), (17, 2), (18, 2), (19, 1), (20, 3), (21, 1), (22, 2), (23, 2), (24, 1), (25, 5), (26, 1), (27, 4), (28, 2), (29, 1), (30, 5), (31, 1), (32, 4), (33, 3), (34, 1), (35, 3), (36, 1), (37, 2), (38, 2), (39, 1), (40, 5), (41, 1), (42, 2), (43, 2), (44, 3), (45, 3), (46, 1), (47, 2), (48, 3), (49, 5), (50, 4), (51, 1), (52, 2), (53, 4), (54, 3), (55, 4), (56, 4), (57, 4), (58, 2), (59, 1), (60, 3), (61, 3)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 4), (7, 5), (8, 2), (9, 5), (10, 5), (11, 1), (12, 3), (13, 2), (14, 1), (15, 3), (16, 1), (17, 2), (18, 2), (19, 1), (20, 4), (21, 1), (22, 3), (23, 2), (24, 1), (25, 5), (26, 1), (27, 2), (28, 2), (29, 1), (30, 4), (31, 1), (32, 3), (33, 2), (34, 1), (35, 4), (36, 1), (37, 2), (38, 2), (39, 1), (40, 3), (41, 1), (42, 2), (43, 2), (44, 1), (45, 4), (46, 1), (47, 2), (48, 2), (49, 5), (50, 3), (51, 1), (52, 2), (53, 4), (54, 4), (55, 5), (56, 1), (57, 4), (58, 2), (59, 3), (60, 3), (61, 1)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 1), (7, 2), (8, 5), (9, 4), (10, 5), (11, 4), (12, 3), (13, 2), (14, 1), (15, 5), (16, 1), (17, 2), (18, 2), (19, 1), (20, 3), (21, 1), (22, 3), (23, 2), (24, 1), (25, 4), (26, 1), (27, 2), (28, 2), (29, 1), (30, 4), (31, 1), (32, 2), (33, 2), (34, 1), (35, 3), (36, 1), (37, 2), (38, 2), (39, 1), (40, 4), (41, 1), (42, 2), (43, 2), (44, 1), (45, 4), (46, 1), (47, 2), (48, 2), (49, 1), (50, 3), (51, 1), (52, 2), (53, 3), (54, 5), (55, 5), (56, 5), (57, 4), (58, 4), (59, 5), (60, 5), (61, 4)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 1), (7, 2), (8, 4), (9, 3), (10, 5), (11, 4), (12, 3), (13, 2), (14, 1), (15, 4), (16, 1), (17, 4), (18, 2), (19, 1), (20, 4), (21, 1), (22, 2), (23, 3), (24, 1), (25, 3), (26, 1), (27, 2), (28, 2), (29, 1), (30, 5), (31, 1), (32, 2), (33, 2), (34, 1), (35, 5), (36, 1), (37, 2), (38, 2), (39, 1), (40, 3), (41, 1), (42, 2), (43, 2), (44, 1), (45, 4), (46, 1), (47, 2), (48, 2), (49, 5), (50, 4), (51, 1), (52, 2), (53, 3), (54, 3), (55, 4), (56, 5), (57, 2), (58, 2), (59, 1), (60, 3), (61, 3)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 4), (7, 3), (8, 4), (9, 5), (10, 5), (11, 4), (12, 2), (13, 2), (14, 1), (15, 4), (16, 1), (17, 2), (18, 2), (19, 1), (20, 4), (21, 1), (22, 3), (23, 2), (24, 1), (25, 3), (26, 1), (27, 2), (28, 2), (29, 1), (30, 5), (31, 1), (32, 2), (33, 2), (34, 1), (35, 5), (36, 1), (37, 2), (38, 2), (39, 3), (40, 3), (41, 1), (42, 2), (43, 2), (44, 1), (45, 4), (46, 1), (47, 2), (48, 2), (49, 5), (50, 5), (51, 1), (52, 2), (53, 5), (54, 5), (55, 4), (56, 3), (57, 5), (58, 4), (59, 1), (60, 3), (61, 5)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 4), (7, 3), (8, 4), (9, 5), (10, 5), (11, 4), (12, 2), (13, 2), (14, 1), (15, 4), (16, 1), (17, 2), (18, 2), (19, 1), (20, 4), (21, 1), (22, 3), (23, 2), (24, 1), (25, 3), (26, 1), (27, 2), (28, 2), (29, 1), (30, 5), (31, 1), (32, 2), (33, 2), (34, 1), (35, 5), (36, 1), (37, 2), (38, 2), (39, 3), (40, 3), (41, 1), (42, 2), (43, 2), (44, 1), (45, 4), (46, 1), (47, 2), (48, 2), (49, 1), (50, 5), (51, 1), (52, 2), (53, 2), (54, 4), (55, 5), (56, 3), (57, 5), (58, 5), (59, 4), (60, 3), (61, 5)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 1), (7, 5), (8, 5), (9, 4), (10, 4), (11, 4), (12, 2), (13, 2), (14, 1), (15, 4), (16, 1), (17, 2), (18, 2), (19, 1), (20, 3), (21, 1), (22, 2), (23, 2), (24, 1), (25, 5), (26, 1), (27, 2), (28, 2), (29, 1), (30, 5), (31, 1), (32, 4), (33, 2), (34, 1), (35, 3), (36, 1), (37, 3), (38, 2), (39, 1), (40, 5), (41, 1), (42, 2), (43, 2), (44, 1), (45, 3), (46, 1), (47, 2), (48, 3), (49, 4), (50, 4), (51, 1), (52, 2), (53, 4), (54, 4), (55, 4), (56, 5), (57, 2), (58, 3), (59, 3), (60, 3), (61, 3)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 1), (7, 2), (8, 5), (9, 3), (10, 5), (11, 4), (12, 2), (13, 2), (14, 1), (15, 4), (16, 1), (17, 2), (18, 2), (19, 1), (20, 4), (21, 1), (22, 3), (23, 2), (24, 1), (25, 3), (26, 1), (27, 2), (28, 2), (29, 1), (30, 5), (31, 1), (32, 2), (33, 3), (34, 1), (35, 5), (36, 1), (37, 2), (38, 2), (39, 1), (40, 3), (41, 1), (42, 2), (43, 2), (44, 1), (45, 4), (46, 1), (47, 4), (48, 2), (49, 1), (50, 4), (51, 1), (52, 2), (53, 2), (54, 1), (55, 4), (56, 1), (57, 2), (58, 5), (59, 5), (60, 3), (61, 5)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 1), (7, 2), (8, 2), (9, 1), (10, 5), (11, 4), (12, 3), (13, 2), (14, 1), (15, 4), (16, 1), (17, 4), (18, 2), (19, 1), (20, 4), (21, 1), (22, 2), (23, 3), (24, 1), (25, 3), (26, 1), (27, 2), (28, 2), (29, 1), (30, 5), (31, 1), (32, 2), (33, 2), (34, 1), (35, 5), (36, 1), (37, 2), (38, 2), (39, 1), (40, 3), (41, 1), (42, 2), (43, 2), (44, 1), (45, 4), (46, 1), (47, 2), (48, 2), (49, 3), (50, 5), (51, 1), (52, 2), (53, 4), (54, 4), (55, 4), (56, 3), (57, 2), (58, 3), (59, 5), (60, 3), (61, 5)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 1), (7, 3), (8, 3), (9, 3), (10, 4), (11, 4), (12, 2), (13, 2), (14, 1), (15, 4), (16, 1), (17, 2), (18, 2), (19, 1), (20, 3), (21, 3), (22, 2), (23, 2), (24, 1), (25, 5), (26, 1), (27, 4), (28, 2), (29, 1), (30, 5), (31, 1), (32, 2), (33, 2), (34, 1), (35, 3), (36, 1), (37, 2), (38, 2), (39, 1), (40, 5), (41, 1), (42, 2), (43, 2), (44, 1), (45, 3), (46, 1), (47, 2), (48, 5), (49, 5), (50, 4), (51, 1), (52, 2), (53, 2), (54, 1), (55, 4), (56, 1), (57, 5), (58, 4), (59, 1), (60, 3), (61, 5)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 5), (7, 4), (8, 2), (9, 1), (10, 4), (11, 3), (12, 2), (13, 3), (14, 1), (15, 4), (16, 1), (17, 2), (18, 2), (19, 1), (20, 3), (21, 3), (22, 2), (23, 2), (24, 1), (25, 5), (26, 1), (27, 4), (28, 2), (29, 1), (30, 5), (31, 1), (32, 2), (33, 2), (34, 1), (35, 3), (36, 1), (37, 2), (38, 3), (39, 1), (40, 5), (41, 1), (42, 2), (43, 2), (44, 3), (45, 3), (46, 1), (47, 2), (48, 2), (49, 1), (50, 4), (51, 1), (52, 3), (53, 2), (54, 1), (55, 4), (56, 5), (57, 5), (58, 4), (59, 5), (60, 3), (61, 5)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 5), (7, 5), (8, 4), (9, 4), (10, 5), (11, 4), (12, 3), (13, 2), (14, 1), (15, 5), (16, 1), (17, 2), (18, 2), (19, 1), (20, 3), (21, 1), (22, 3), (23, 2), (24, 1), (25, 4), (26, 1), (27, 2), (28, 2), (29, 1), (30, 4), (31, 1), (32, 2), (33, 2), (34, 1), (35, 3), (36, 1), (37, 2), (38, 2), (39, 1), (40, 4), (41, 1), (42, 2), (43, 2), (44, 1), (45, 3), (46, 3), (47, 2), (48, 2), (49, 3), (50, 5), (51, 1), (52, 2), (53, 2), (54, 5), (55, 5), (56, 3), (57, 2), (58, 5), (59, 4), (60, 3), (61, 1)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 5), (7, 4), (8, 2), (9, 1), (10, 4), (11, 3), (12, 2), (13, 3), (14, 1), (15, 4), (16, 1), (17, 2), (18, 2), (19, 1), (20, 3), (21, 3), (22, 2), (23, 2), (24, 1), (25, 5), (26, 1), (27, 2), (28, 2), (29, 1), (30, 5), (31, 1), (32, 2), (33, 2), (34, 1), (35, 3), (36, 1), (37, 2), (38, 2), (39, 1), (40, 5), (41, 1), (42, 2), (43, 2), (44, 1), (45, 3), (46, 1), (47, 4), (48, 2), (49, 1), (50, 4), (51, 1), (52, 2), (53, 2), (54, 3), (55, 4), (56, 1), (57, 5), (58, 4), (59, 5), (60, 3), (61, 4)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 5), (7, 5), (8, 2), (9, 5), (10, 5), (11, 1), (12, 3), (13, 2), (14, 1), (15, 3), (16, 1), (17, 2), (18, 2), (19, 1), (20, 4), (21, 1), (22, 2), (23, 2), (24, 1), (25, 5), (26, 1), (27, 2), (28, 3), (29, 1), (30, 4), (31, 1), (32, 3), (33, 2), (34, 1), (35, 4), (36, 1), (37, 2), (38, 2), (39, 1), (40, 5), (41, 1), (42, 2), (43, 2), (44, 1), (45, 4), (46, 1), (47, 2), (48, 2), (49, 4), (50, 3), (51, 1), (52, 3), (53, 2), (54, 4), (55, 5), (56, 5), (57, 4), (58, 3), (59, 5), (60, 5), (61, 4)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 1), (7, 4), (8, 3), (9, 1), (10, 5), (11, 5), (12, 2), (13, 2), (14, 1), (15, 3), (16, 1), (17, 2), (18, 3), (19, 1), (20, 4), (21, 1), (22, 2), (23, 2), (24, 1), (25, 5), (26, 1), (27, 2), (28, 3), (29, 1), (30, 4), (31, 1), (32, 2), (33, 2), (34, 1), (35, 4), (36, 1), (37, 2), (38, 2), (39, 1), (40, 3), (41, 1), (42, 2), (43, 2), (44, 1), (45, 4), (46, 1), (47, 2), (48, 4), (49, 1), (50, 3), (51, 1), (52, 2), (53, 4), (54, 1), (55, 5), (56, 5), (57, 4), (58, 5), (59, 4), (60, 5), (61, 5)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 4), (7, 2), (8, 5), (9, 5), (10, 5), (11, 1), (12, 2), (13, 2), (14, 1), (15, 4), (16, 1), (17, 2), (18, 2), (19, 1), (20, 4), (21, 1), (22, 2), (23, 2), (24, 1), (25, 3), (26, 1), (27, 2), (28, 3), (29, 1), (30, 5), (31, 1), (32, 2), (33, 2), (34, 1), (35, 5), (36, 1), (37, 2), (38, 3), (39, 1), (40, 3), (41, 1), (42, 2), (43, 2), (44, 1), (45, 4), (46, 1), (47, 2), (48, 2), (49, 3), (50, 4), (51, 1), (52, 3), (53, 2), (54, 4), (55, 4), (56, 1), (57, 4), (58, 3), (59, 3), (60, 3), (61, 5)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 1), (7, 5), (8, 5), (9, 4), (10, 4), (11, 4), (12, 2), (13, 2), (14, 1), (15, 4), (16, 1), (17, 2), (18, 2), (19, 1), (20, 3), (21, 1), (22, 2), (23, 2), (24, 1), (25, 5), (26, 1), (27, 4), (28, 2), (29, 1), (30, 5), (31, 1), (32, 2), (33, 3), (34, 1), (35, 3), (36, 1), (37, 2), (38, 2), (39, 1), (40, 5), (41, 1), (42, 2), (43, 2), (44, 1), (45, 3), (46, 1), (47, 2), (48, 2), (49, 1), (50, 4), (51, 1), (52, 2), (53, 4), (54, 3), (55, 4), (56, 3), (57, 4), (58, 3), (59, 1), (60, 3), (61, 5)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 1), (7, 2), (8, 4), (9, 3), (10, 5), (11, 4), (12, 3), (13, 2), (14, 1), (15, 4), (16, 1), (17, 4), (18, 2), (19, 1), (20, 4), (21, 1), (22, 2), (23, 3), (24, 1), (25, 3), (26, 1), (27, 2), (28, 2), (29, 1), (30, 5), (31, 1), (32, 2), (33, 2), (34, 1), (35, 5), (36, 1), (37, 2), (38, 3), (39, 1), (40, 3), (41, 1), (42, 2), (43, 2), (44, 1), (45, 4), (46, 1), (47, 2), (48, 5), (49, 1), (50, 4), (51, 1), (52, 2), (53, 2), (54, 3), (55, 5), (56, 3), (57, 3), (58, 2), (59, 4), (60, 3), (61, 1)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 1), (7, 2), (8, 4), (9, 3), (10, 5), (11, 3), (12, 2), (13, 3), (14, 1), (15, 4), (16, 1), (17, 2), (18, 2), (19, 1), (20, 4), (21, 1), (22, 2), (23, 2), (24, 1), (25, 3), (26, 1), (27, 2), (28, 2), (29, 1), (30, 5), (31, 1), (32, 2), (33, 3), (34, 1), (35, 5), (36, 1), (37, 2), (38, 2), (39, 1), (40, 3), (41, 1), (42, 2), (43, 2), (44, 1), (45, 4), (46, 1), (47, 2), (48, 5), (49, 4), (50, 4), (51, 1), (52, 2), (53, 2), (54, 1), (55, 4), (56, 3), (57, 5), (58, 2), (59, 3), (60, 3), (61, 5)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 1), (7, 5), (8, 5), (9, 3), (10, 5), (11, 4), (12, 2), (13, 2), (14, 1), (15, 4), (16, 1), (17, 2), (18, 2), (19, 1), (20, 4), (21, 1), (22, 2), (23, 2), (24, 1), (25, 3), (26, 1), (27, 2), (28, 2), (29, 1), (30, 5), (31, 1), (32, 2), (33, 2), (34, 1), (35, 5), (36, 1), (37, 2), (38, 2), (39, 1), (40, 3), (41, 1), (42, 2), (43, 2), (44, 1), (45, 4), (46, 1), (47, 2), (48, 2), (49, 5), (50, 5), (51, 1), (52, 2), (53, 2), (54, 5), (55, 5), (56, 1), (57, 2), (58, 3), (59, 4), (60, 3), (61, 1)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 1), (7, 5), (8, 5), (9, 4), (10, 4), (11, 4), (12, 2), (13, 2), (14, 1), (15, 4), (16, 1), (17, 2), (18, 2), (19, 1), (20, 3), (21, 1), (22, 2), (23, 2), (24, 1), (25, 5), (26, 1), (27, 4), (28, 2), (29, 1), (30, 5), (31, 1), (32, 2), (33, 2), (34, 1), (35, 5), (36, 1), (37, 2), (38, 3), (39, 1), (40, 5), (41, 1), (42, 2), (43, 2), (44, 1), (45, 3), (46, 1), (47, 3), (48, 2), (49, 3), (50, 4), (51, 1), (52, 2), (53, 5), (54, 1), (55, 4), (56, 4), (57, 2), (58, 5), (59, 1), (60, 3), (61, 1)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 4), (7, 5), (8, 2), (9, 5), (10, 5), (11, 1), (12, 3), (13, 2), (14, 1), (15, 3), (16, 1), (17, 2), (18, 2), (19, 1), (20, 4), (21, 1), (22, 3), (23, 2), (24, 1), (25, 5), (26, 1), (27, 2), (28, 2), (29, 1), (30, 4), (31, 1), (32, 3), (33, 2), (34, 1), (35, 4), (36, 1), (37, 2), (38, 2), (39, 1), (40, 3), (41, 1), (42, 2), (43, 2), (44, 1), (45, 4), (46, 1), (47, 2), (48, 2), (49, 5), (50, 3), (51, 1), (52, 2), (53, 5), (54, 1), (55, 5), (56, 4), (57, 3), (58, 3), (59, 1), (60, 3), (61, 5)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 1), (7, 5), (8, 5), (9, 4), (10, 4), (11, 4), (12, 2), (13, 2), (14, 1), (15, 4), (16, 1), (17, 2), (18, 2), (19, 1), (20, 3), (21, 1), (22, 2), (23, 2), (24, 1), (25, 5), (26, 1), (27, 4), (28, 2), (29, 1), (30, 5), (31, 1), (32, 2), (33, 3), (34, 1), (35, 3), (36, 1), (37, 2), (38, 2), (39, 1), (40, 5), (41, 1), (42, 2), (43, 2), (44, 1), (45, 3), (46, 1), (47, 2), (48, 3), (49, 4), (50, 4), (51, 1), (52, 2), (53, 2), (54, 3), (55, 4), (56, 1), (57, 2), (58, 3), (59, 5), (60, 3), (61, 1)]
[(1, 1), (2, 2), (3, 2), (4, 1), (5, 3), (6, 1), (7, 5), (8, 5), (9, 4), (10, 4), (11, 4), (12, 2), (13, 2), (14, 1), (15, 4), (16, 1), (17, 2), (18, 2), (19, 1), (20, 3), (21, 1), (22, 2), (23, 2), (24, 1), (25, 5), (26, 1), (27, 4), (28, 2), (29, 1), (30, 5), (31, 1), (32, 2), (33, 3), (34, 1), (35, 3), (36, 1), (37, 2), (38, 2), (39, 1), (40, 5), (41, 1), (42, 2), (43, 2), (44, 1), (45, 3), (46, 1), (47, 3), (48, 3), (49, 3), (50, 4), (51, 1), (52, 2), (53, 2), (54, 5), (55, 4), (56, 5), (57, 3), (58, 3), (59, 1), (60, 3), (61, 1)]
